loan_id,no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term,fico_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
351,3, Not Graduate, Yes,67000,158000,4,445,105000,76000,141000,91000, Rejected
352,2, Graduate, No,73000,287000,14,634,59000,38000,212000,108000, Approved
353,4, Not Graduate, No,33000,97000,14,782,25000,0,104000,22000, Approved
354,0, Graduate, No,30000,70000,10,781,72000,6000,117000,27000, Approved
355,4, Not Graduate, No,79000,172000,14,318,142000,95000,232000,90000, Rejected
356,5, Not Graduate, No,76000,241000,18,721,219000,115000,229000,72000, Approved
357,5, Not Graduate, No,37000,98000,4,563,95000,51000,112000,30000, Approved
358,2, Not Graduate, No,84000,263000,4,419,229000,79000,292000,62000, Approved
359,0, Graduate, Yes,82000,208000,14,372,38000,1000,261000,52000, Rejected
360,0, Not Graduate, No,29000,95000,18,885,43000,23000,65000,35000, Approved
361,1, Not Graduate, Yes,99000,384000,12,596,100000,93000,365000,68000, Approved
362,0, Graduate, No,44000,141000,2,349,33000,13000,88000,62000, Approved
363,1, Not Graduate, Yes,90000,322000,16,468,45000,164000,286000,109000, Rejected
364,3, Not Graduate, Yes,68000,269000,16,818,147000,104000,263000,73000, Approved
365,2, Not Graduate, No,87000,280000,12,543,169000,60000,229000,67000, Rejected
366,3, Graduate, No,94000,219000,16,685,81000,56000,345000,50000, Approved
367,3, Not Graduate, Yes,60000,125000,18,851,146000,50000,168000,50000, Approved
368,1, Not Graduate, Yes,94000,298000,10,377,241000,185000,309000,117000, Rejected
369,0, Not Graduate, Yes,10000,40000,10,620,24000,13000,37000,11000, Approved
370,3, Graduate, Yes,9000,23000,20,611,6000,15000,19000,5000, Approved
371,4, Not Graduate, No,21000,77000,4,767,12000,17000,69000,13000, Approved
372,5, Graduate, Yes,11000,32000,20,592,32000,7000,35000,5000, Approved
373,0, Graduate, Yes,6000,23000,4,319,16000,8000,23000,7000, Approved
374,4, Not Graduate, Yes,92000,255000,10,900,94000,105000,274000,128000, Approved
375,2, Not Graduate, Yes,36000,128000,18,814,86000,41000,103000,41000, Approved
376,5, Not Graduate, Yes,13000,50000,10,755,21000,22000,48000,19000, Approved
377,5, Graduate, Yes,77000,168000,20,584,86000,48000,234000,80000, Approved
378,4, Graduate, Yes,95000,235000,14,380,229000,67000,251000,73000, Rejected
379,2, Not Graduate, Yes,50000,176000,20,465,62000,52000,165000,52000, Rejected
380,0, Not Graduate, No,5000,18000,2,531,13000,5000,19000,7000, Approved
381,1, Graduate, Yes,83000,321000,16,814,185000,27000,289000,75000, Approved
382,0, Graduate, No,53000,179000,6,678,47000,39000,144000,36000, Approved
383,2, Not Graduate, Yes,93000,290000,12,655,79000,68000,299000,49000, Approved
384,3, Not Graduate, No,23000,74000,2,682,65000,24000,76000,21000, Approved
385,1, Not Graduate, No,4000,13000,6,695,2000,5000,8000,1000, Approved
386,3, Not Graduate, No,32000,108000,4,833,26000,10000,87000,26000, Approved
387,5, Not Graduate, Yes,94000,353000,16,302,41000,125000,370000,129000, Rejected
388,1, Graduate, No,23000,66000,2,357,59000,2000,60000,22000, Rejected
389,5, Not Graduate, No,43000,145000,12,302,125000,43000,125000,51000, Rejected
390,0, Graduate, Yes,62000,224000,18,873,157000,66000,158000,82000, Approved
391,0, Not Graduate, Yes,72000,198000,12,658,127000,81000,250000,73000, Approved
392,5, Graduate, Yes,24000,87000,18,877,28000,29000,71000,11000, Approved
393,3, Not Graduate, No,29000,63000,8,648,34000,34000,76000,14000, Approved
394,1, Graduate, No,14000,52000,12,730,29000,0,37000,7000, Approved
395,4, Not Graduate, Yes,22000,82000,14,737,58000,28000,82000,14000, Approved
396,2, Graduate, Yes,8000,32000,10,584,0,2000,21000,7000, Rejected
397,0, Graduate, No,6000,17000,2,621,4000,4000,20000,2000, Approved
398,4, Graduate, Yes,7000,27000,16,583,11000,12000,14000,3000, Approved
399,2, Not Graduate, No,84000,259000,16,621,86000,134000,335000,42000, Approved
400,2, Not Graduate, No,71000,215000,16,610,58000,121000,142000,93000, Approved
401,4, Graduate, No,54000,157000,18,452,137000,26000,165000,66000, Rejected
402,5, Graduate, No,37000,73000,18,339,93000,1000,139000,53000, Rejected
403,3, Graduate, Yes,52000,152000,16,650,13000,57000,135000,41000, Approved
404,4, Not Graduate, Yes,2000,7000,10,672,2000,2000,3000,3000, Approved
405,3, Graduate, No,5000,10000,20,501,8000,8000,9000,2000, Rejected
406,2, Not Graduate, Yes,18000,57000,4,809,12000,19000,63000,24000, Approved
407,5, Graduate, Yes,92000,294000,8,318,180000,59000,338000,54000, Rejected
408,4, Not Graduate, No,9000,33000,10,649,0,4000,18000,12000, Approved
409,3, Not Graduate, No,75000,283000,12,367,92000,113000,227000,70000, Rejected
410,5, Not Graduate, No,30000,118000,6,847,82000,22000,71000,23000, Approved
411,5, Graduate, No,71000,189000,12,360,107000,11000,198000,85000, Rejected
412,1, Graduate, Yes,35000,72000,2,865,41000,32000,119000,42000, Approved
413,4, Not Graduate, No,49000,188000,16,880,42000,47000,132000,26000, Approved
414,1, Graduate, No,41000,84000,20,608,14000,80000,100000,44000, Approved
415,0, Graduate, Yes,8000,21000,6,760,3000,1000,16000,6000, Approved
416,3, Graduate, Yes,17000,46000,12,385,15000,13000,52000,17000, Rejected
417,0, Graduate, Yes,61000,233000,12,478,38000,23000,177000,49000, Rejected
418,1, Graduate, Yes,21000,77000,16,327,50000,5000,47000,23000, Rejected
419,0, Graduate, No,31000,93000,6,663,13000,14000,81000,38000, Approved
420,2, Not Graduate, Yes,17000,35000,20,693,22000,14000,48000,17000, Approved
421,3, Graduate, No,17000,54000,6,710,48000,7000,58000,17000, Approved
422,4, Not Graduate, Yes,40000,145000,6,711,24000,57000,109000,41000, Approved
423,5, Graduate, No,56000,184000,8,386,113000,67000,113000,56000, Rejected
424,4, Graduate, Yes,39000,119000,10,855,102000,40000,102000,28000, Approved
425,4, Graduate, Yes,61000,153000,14,573,11000,99000,133000,84000, Approved
426,0, Graduate, Yes,11000,28000,18,431,5000,3000,43000,14000, Rejected
427,2, Graduate, No,55000,148000,8,364,130000,45000,126000,45000, Rejected
428,4, Graduate, Yes,11000,36000,14,711,25000,5000,36000,6000, Approved
429,4, Not Graduate, Yes,4000,9000,20,771,10000,5000,16000,5000, Approved
430,3, Graduate, No,92000,364000,18,669,31000,127000,309000,123000, Approved
431,4, Not Graduate, Yes,93000,275000,18,338,215000,5000,349000,66000, Rejected
432,1, Graduate, No,11000,35000,8,562,23000,12000,32000,5000, Approved
433,3, Not Graduate, No,56000,187000,2,769,80000,82000,173000,48000, Approved
434,0, Graduate, Yes,63000,215000,8,629,6000,34000,220000,52000, Approved
435,3, Graduate, No,88000,181000,6,699,64000,21000,185000,94000, Approved
436,0, Not Graduate, No,84000,208000,20,590,51000,89000,321000,108000, Approved
437,3, Graduate, Yes,16000,57000,4,707,33000,27000,62000,23000, Approved
438,3, Not Graduate, Yes,45000,114000,8,391,85000,68000,99000,45000, Rejected
439,5, Not Graduate, No,65000,185000,4,891,136000,33000,236000,71000, Approved
440,3, Graduate, Yes,95000,206000,2,731,134000,38000,207000,92000, Approved
441,3, Not Graduate, No,47000,167000,12,775,40000,17000,173000,35000, Approved
442,5, Graduate, Yes,96000,324000,2,897,35000,154000,268000,62000, Approved
443,5, Graduate, No,80000,267000,20,794,80000,147000,299000,78000, Approved
444,2, Graduate, No,77000,167000,6,555,129000,29000,181000,85000, Approved
445,1, Not Graduate, Yes,36000,103000,12,536,68000,5000,122000,27000, Rejected
446,2, Not Graduate, No,7000,17000,10,839,1000,7000,20000,9000, Approved
447,0, Graduate, Yes,14000,51000,6,890,41000,19000,52000,19000, Approved
448,1, Graduate, Yes,86000,279000,20,415,122000,148000,271000,79000, Rejected
449,4, Graduate, No,47000,157000,4,868,33000,25000,138000,48000, Approved
450,3, Graduate, Yes,29000,58000,12,353,84000,26000,101000,31000, Rejected
451,4, Not Graduate, No,90000,290000,16,590,46000,156000,292000,123000, Approved
452,5, Graduate, Yes,5000,9000,18,618,14000,6000,12000,4000, Approved
453,2, Not Graduate, Yes,7000,17000,10,539,14000,10000,19000,9000, Rejected
454,0, Graduate, No,68000,270000,4,429,171000,76000,214000,94000, Approved
455,2, Graduate, No,18000,47000,8,792,45000,12000,41000,22000, Approved
456,0, Not Graduate, No,60000,124000,2,608,30000,21000,179000,68000, Approved
457,4, Graduate, Yes,54000,215000,14,555,43000,15000,143000,75000, Approved
458,5, Graduate, Yes,84000,175000,12,620,153000,136000,260000,58000, Approved
459,0, Graduate, No,74000,209000,6,635,156000,140000,210000,72000, Approved
460,2, Graduate, No,32000,125000,10,457,61000,20000,82000,43000, Rejected
461,1, Graduate, Yes,54000,214000,8,350,26000,10000,197000,68000, Rejected
462,5, Graduate, Yes,10000,25000,14,885,22000,1000,23000,11000, Approved
463,0, Graduate, No,44000,147000,16,638,40000,27000,144000,27000, Approved
464,1, Graduate, Yes,38000,105000,12,710,18000,62000,125000,25000, Approved
465,3, Not Graduate, Yes,61000,209000,18,470,5000,85000,180000,75000, Rejected
466,5, Not Graduate, Yes,55000,173000,16,874,10000,29000,137000,79000, Approved
467,5, Not Graduate, Yes,5000,18000,18,411,10000,5000,13000,2000, Rejected
468,0, Not Graduate, Yes,3000,11000,2,482,2000,1000,11000,4000, Approved
469,1, Graduate, Yes,62000,169000,2,396,106000,75000,237000,76000, Rejected
470,0, Not Graduate, No,3000,9000,20,436,0,4000,6000,2000, Rejected
471,0, Not Graduate, Yes,69000,221000,20,303,136000,46000,220000,69000, Rejected
472,4, Graduate, No,37000,114000,12,728,42000,58000,73000,23000, Approved
473,3, Not Graduate, Yes,88000,286000,10,775,52000,50000,320000,96000, Approved
474,5, Graduate, Yes,82000,235000,12,402,151000,15000,243000,58000, Rejected
475,1, Not Graduate, Yes,92000,315000,18,698,53000,61000,204000,83000, Approved
476,0, Not Graduate, No,24000,78000,14,665,52000,29000,62000,29000, Approved
477,4, Not Graduate, No,41000,135000,18,490,47000,62000,139000,20000, Rejected
478,1, Graduate, No,80000,319000,12,504,238000,15000,221000,60000, Rejected
479,3, Not Graduate, Yes,36000,86000,8,790,54000,59000,98000,52000, Approved
480,1, Not Graduate, Yes,7000,27000,20,669,1000,10000,26000,5000, Approved
481,4, Not Graduate, No,83000,307000,6,381,217000,23000,267000,46000, Rejected
482,0, Graduate, Yes,53000,150000,2,900,17000,21000,210000,58000, Approved
483,4, Graduate, No,83000,249000,16,506,154000,56000,267000,70000, Rejected
484,3, Not Graduate, Yes,25000,88000,12,538,49000,18000,91000,33000, Rejected
485,3, Graduate, Yes,54000,144000,8,677,110000,79000,208000,31000, Approved
486,4, Graduate, No,16000,49000,8,685,32000,20000,38000,15000, Approved
487,2, Not Graduate, No,24000,62000,12,860,49000,37000,95000,11000, Approved
488,5, Not Graduate, No,63000,148000,6,608,161000,105000,218000,54000, Approved
489,4, Graduate, Yes,25000,53000,10,540,23000,28000,71000,17000, Rejected
490,0, Graduate, Yes,75000,168000,16,492,215000,48000,254000,111000, Rejected
491,3, Not Graduate, No,29000,85000,14,834,12000,45000,88000,18000, Approved
492,3, Graduate, Yes,10000,35000,16,834,8000,17000,30000,7000, Approved
493,2, Graduate, Yes,86000,288000,8,890,233000,59000,212000,72000, Approved
494,1, Not Graduate, No,3000,11000,12,443,6000,4000,12000,2000, Rejected
495,5, Not Graduate, No,23000,57000,18,329,56000,33000,49000,27000, Rejected
496,2, Not Graduate, Yes,24000,54000,12,739,3000,25000,50000,30000, Approved
497,5, Graduate, Yes,98000,303000,6,867,208000,160000,302000,76000, Approved
498,2, Not Graduate, No,81000,248000,6,307,2000,40000,311000,105000, Rejected
499,3, Graduate, No,67000,155000,18,492,21000,20000,263000,94000, Rejected
500,1, Not Graduate, Yes,84000,247000,18,698,230000,132000,327000,122000, Approved
501,2, Graduate, No,2000,7000,8,851,4000,2000,8000,2000, Approved
502,2, Graduate, No,47000,125000,14,375,13000,63000,101000,54000, Rejected
503,0, Graduate, Yes,43000,143000,14,601,38000,9000,167000,57000, Approved
504,4, Not Graduate, No,22000,70000,20,756,36000,39000,57000,12000, Approved
505,4, Graduate, Yes,86000,192000,4,868,204000,15000,328000,93000, Approved
506,4, Graduate, Yes,20000,72000,10,838,25000,3000,76000,10000, Approved
507,4, Not Graduate, Yes,42000,159000,14,375,72000,79000,162000,30000, Rejected
508,0, Not Graduate, Yes,51000,125000,18,778,33000,10000,148000,32000, Approved
509,2, Graduate, Yes,41000,112000,6,442,122000,41000,100000,45000, Rejected
510,1, Graduate, Yes,99000,395000,12,808,118000,37000,302000,135000, Approved
511,1, Not Graduate, Yes,32000,90000,20,372,27000,28000,72000,38000, Rejected
512,2, Graduate, No,55000,190000,4,597,11000,40000,187000,53000, Approved
513,0, Graduate, Yes,78000,291000,20,435,211000,130000,173000,97000, Rejected
514,3, Graduate, Yes,34000,97000,20,728,15000,15000,73000,24000, Approved
515,4, Graduate, Yes,79000,259000,14,373,109000,143000,277000,76000, Rejected
516,3, Graduate, Yes,89000,185000,10,367,61000,0,320000,103000, Rejected
517,2, Graduate, No,73000,191000,14,552,20000,134000,168000,40000, Approved
518,4, Not Graduate, Yes,33000,106000,8,465,5000,44000,73000,28000, Rejected
519,4, Graduate, Yes,29000,105000,8,607,44000,55000,76000,38000, Approved
520,2, Graduate, Yes,5000,13000,4,427,14000,5000,18000,6000, Rejected
521,3, Not Graduate, No,72000,212000,4,711,108000,42000,249000,57000, Approved
522,3, Not Graduate, No,83000,241000,14,823,59000,7000,240000,77000, Approved
523,1, Not Graduate, Yes,87000,205000,6,523,193000,65000,237000,48000, Rejected
524,4, Not Graduate, Yes,71000,279000,10,328,90000,134000,265000,77000, Rejected
525,3, Graduate, Yes,98000,282000,12,721,158000,65000,219000,96000, Approved
526,0, Graduate, Yes,69000,170000,20,599,181000,94000,266000,43000, Approved
527,0, Not Graduate, No,24000,50000,14,580,59000,44000,55000,32000, Approved
528,1, Not Graduate, Yes,21000,49000,10,744,2000,20000,54000,10000, Approved
529,2, Graduate, Yes,72000,239000,4,559,42000,122000,178000,108000, Approved
530,2, Graduate, No,46000,135000,16,587,77000,59000,106000,50000, Approved
531,5, Graduate, Yes,99000,318000,18,817,234000,7000,326000,115000, Approved
532,4, Not Graduate, Yes,3000,10000,20,655,0,1000,11000,4000, Approved
533,5, Graduate, Yes,69000,239000,6,382,171000,69000,215000,89000, Rejected
534,2, Graduate, Yes,17000,43000,6,765,50000,15000,34000,9000, Approved
535,2, Graduate, Yes,44000,100000,20,516,74000,76000,122000,51000, Rejected
536,4, Not Graduate, Yes,43000,150000,8,383,47000,1000,90000,49000, Rejected
537,2, Not Graduate, No,37000,141000,6,633,8000,2000,113000,34000, Approved
538,1, Graduate, No,59000,152000,2,547,171000,20000,147000,36000, Rejected
539,5, Not Graduate, Yes,86000,263000,10,843,233000,98000,181000,113000, Approved
540,3, Not Graduate, Yes,34000,132000,8,783,65000,3000,130000,49000, Approved
541,3, Not Graduate, Yes,10000,32000,14,790,19000,1000,36000,11000, Approved
542,1, Not Graduate, Yes,44000,142000,16,409,127000,13000,126000,45000, Rejected
543,0, Not Graduate, No,36000,78000,14,376,98000,69000,119000,30000, Rejected
544,3, Not Graduate, No,14000,27000,8,625,31000,18000,34000,10000, Approved
545,0, Not Graduate, No,53000,109000,18,707,129000,26000,127000,76000, Approved
546,3, Graduate, Yes,94000,205000,6,645,174000,130000,245000,102000, Approved
547,4, Not Graduate, Yes,66000,221000,6,887,36000,35000,198000,47000, Approved
548,5, Graduate, No,98000,376000,18,319,192000,51000,199000,51000, Rejected
549,1, Not Graduate, No,19000,49000,20,647,41000,21000,68000,17000, Approved
550,2, Not Graduate, Yes,58000,225000,6,888,119000,26000,171000,48000, Approved
551,2, Not Graduate, No,31000,104000,10,420,69000,59000,100000,35000, Rejected
552,0, Graduate, No,68000,184000,2,791,40000,9000,202000,99000, Approved
553,5, Not Graduate, No,46000,162000,12,891,59000,12000,108000,37000, Approved
554,2, Not Graduate, Yes,2000,7000,16,641,6000,2000,6000,1000, Approved
555,3, Not Graduate, Yes,95000,228000,6,319,2000,188000,341000,94000, Rejected
556,5, Not Graduate, Yes,62000,222000,20,819,135000,66000,217000,87000, Approved
557,4, Not Graduate, Yes,97000,323000,18,387,116000,143000,200000,54000, Rejected
558,5, Graduate, Yes,42000,123000,2,686,105000,2000,156000,42000, Approved
559,1, Graduate, Yes,57000,120000,4,415,157000,9000,173000,74000, Rejected
560,2, Graduate, Yes,2000,5000,6,885,-1000,0,3000,2000, Rejected
561,4, Graduate, No,80000,255000,4,722,172000,139000,262000,49000, Approved
562,4, Graduate, No,52000,204000,20,761,47000,16000,143000,62000, Approved
563,1, Graduate, Yes,71000,152000,8,389,59000,9000,243000,59000, Rejected
564,1, Graduate, Yes,93000,279000,12,600,21000,42000,290000,66000, Approved
565,5, Graduate, No,20000,61000,2,407,19000,19000,46000,20000, Approved
566,3, Graduate, Yes,39000,140000,18,829,52000,40000,116000,27000, Approved
567,2, Not Graduate, No,28000,59000,6,895,10000,39000,109000,15000, Approved
568,5, Graduate, Yes,30000,111000,12,441,85000,25000,73000,20000, Rejected
569,4, Not Graduate, No,45000,98000,16,895,98000,82000,139000,55000, Approved
570,4, Graduate, No,19000,43000,4,826,24000,0,70000,9000, Approved
571,1, Graduate, No,23000,72000,8,453,30000,21000,81000,34000, Rejected
572,0, Graduate, No,47000,175000,2,701,54000,23000,117000,70000, Approved
573,2, Not Graduate, Yes,13000,27000,8,627,1000,3000,26000,13000, Approved
574,3, Graduate, No,31000,110000,2,543,59000,22000,90000,24000, Approved
575,0, Graduate, No,84000,175000,18,411,132000,53000,313000,104000, Rejected
576,5, Graduate, Yes,17000,58000,4,583,20000,18000,60000,23000, Approved
577,2, Not Graduate, No,19000,75000,2,889,6000,11000,71000,26000, Approved
578,3, Not Graduate, No,24000,86000,8,684,34000,24000,62000,16000, Approved
579,5, Graduate, No,68000,205000,10,578,5000,118000,272000,34000, Approved
580,1, Graduate, No,29000,109000,20,445,66000,28000,93000,26000, Rejected
581,4, Graduate, Yes,89000,263000,10,369,239000,70000,274000,121000, Rejected
582,1, Not Graduate, No,88000,222000,18,794,84000,119000,210000,105000, Approved
583,0, Graduate, Yes,82000,192000,16,492,165000,92000,200000,72000, Rejected
584,3, Not Graduate, Yes,36000,132000,16,557,98000,40000,99000,21000, Approved
585,4, Graduate, Yes,95000,318000,6,519,59000,13000,284000,122000, Rejected
586,0, Not Graduate, Yes,19000,57000,18,699,55000,2000,65000,20000, Approved
587,3, Not Graduate, Yes,91000,246000,2,741,80000,40000,355000,136000, Approved
588,5, Graduate, No,11000,38000,18,508,2000,18000,23000,9000, Rejected
589,5, Not Graduate, Yes,11000,28000,10,647,27000,20000,43000,14000, Approved
